Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7022482,NATIONAL POWER CORPORATION - SPUG LUZON,SUPPLY AND DELIVERY OF ELECTRICAL SPARE PARTS FOR SABTANG DPP,Bulacan,S1-SAB20-001,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,General Merchandise,"921,839.00",60 Day/s,,Delfin Delinea,Active,Order,0,2,03/06/2020,03/06/2020 12:00 AM,09/06/2020 10:00 AM, PLEASE SEE ATTACHED TOR,,Delfin Delinea,02/06/2020
7022481,"MUNICIPALITY OF LAPUYAN, ZAMBOANGA DEL SUR",LABOR FOR THE CONSTRUCTION OF PERIMETER FENCE WITH GATES (PB-LAP-2020-057),Zamboanga Del Sur,PB-LAP-2020-057,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Services,"110,688.00",7 Day/s,,"RICARDO, JR. ABABOL IMBING",Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 12:00 PM," CONSTRUCTION OF PERIMETER FENCE WITH GATES
CHARGE TO : LGU MPOC",,"RICARDO, JR. ABABOL IMBING",02/06/2020
7022488,DEVELOPMENT BANK OF THE PHILIPPINES - BBG - NORTHERN MINDANA,"SUPPLY , DELIVERY & TESTING OF THREE (3) UNITS DIGITAL PORTABLE MONEY COUNTER",Lanao Del Norte,2020-015 Tubod,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment,"210,000.00",30 Day/s,,Eduardo A. Sieras,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,11/06/2020 11:00 AM, See attached specifications,,Eduardo A. Sieras,02/06/2020
7022442,"MUNICIPALITY OF LILOAN, SOUTHERN LEYTE",Purchase of Drugs and Medicine,Southern Leyte,SV-2020-13,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Drugs and Medicines,"99,195.00",3 Day/s,,Raquel Manlimos Cero,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,08/06/2020 2:00 PM," 25      box        METFORMIN 500mg x 100’s                          400.00           10000.00
80      box        LOSARTAN 50mg x 100’s                              125.00          10000.00
80      box        AMILODIPINE 5mg x 100’s                        ",,Raquel Manlimos Cero,02/06/2020
7022418,"BARANGAY TEJEROS, MAKATI CITY",TWO WAY RADIO,Metro Manila,TEJ-007,Others,Public Bidding,Goods,Packaging Supplies and Materials,"120,000.00",0 Day/s,,GREGORIO M ORDAS,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,17/06/2020 2:00 PM, TWO WAY RADIO,,GREGORIO M ORDAS,02/06/2020
7022477,"BARANGAY AGLOSONG, CONCEPCION, ILOILO",Concreting of Access Road,Iloilo,PG-RFQ-2020-01,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Construction Materials and Supplies,"243,350.00",7 Day/s,,Velma Academia Caicten,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 5:00 AM," Portland Cement
Gravel
Sand
G.I Wire#16
RSB 16mmx16m
Steel Form 9""x10
Item 104
Item 200", Contact Person ,Velma Academia Caicten,02/06/2020
7022475,"MUNICIPALITY OF CALABANGA, CAMARINES SUR",Procurement of spareparts for use in 3 units PNP patrol Car,Camarines Sur,cal06012020-06,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Parts and Accessories,"66,500.00",15 Day/s,"MUNICIPALITY OF CALABANGA, CAMARINES SUR",GIL GABRIEL HIDALGO BORDADO III,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 AM," 2 pcs. radiator - 17,000.00
1 set blinker - 29,500.00
2 pcs. horn - 1,500.00
1 set side mirror - 3,500.00
2 pcs. 3SM battery - 15,000.00",,GIL GABRIEL HIDALGO BORDADO III,02/06/2020
7022473,"BARANGAY ISABANG, LUCENA CITY","Construction of Walkshed, Purok Narra",Quezon,2020 - 079,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"250,000.00",28 Day/s,,armeilto s. robles,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,10/06/2020 2:00 PM," Construction of Walkshed, Purok Narra of
Barangay Isabang, Lucena City",,armeilto s. robles,02/06/2020
7022480,"CITY  OF CADIZ, NEGROS OCCIDENTAL",Purchase of office supplies,,nego10,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Parts and Accessories,"92,378.00",0 Day/s,,Reggie C Placido,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 9:00 AM," Cadiz City
SF-GOOD-60
Standard Form Title: Request for Quotation
										_______________
									            
______________________
______________________
	Please quote your lowest price on the items listed below, subject to the General Conditions on ",,Reggie C Placido,02/06/2020
7022471,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL-DOH R6,FISH (PR#20-05-70488),Negros Occidental,20-06-002,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Food Stuff,"499,050.00",2 Month/s,,APRIL JOY L. VILLA,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 AM," Corazon Locsin Montelibano Memorial Regional Hospital, through its Bids and Awards Committee, intends to procure FISH (PR#20-05-70488), which will be undertaken in accordance with Section 53.9 of the Revised Implementing Rules and Regulations of Republic ",,Kelly Sajo,02/06/2020
7022476,PHILIPPINE RICE RESEARCH INSTITUTE,Vehicle rental for the month of July to September 2020 to fetch and ferry RCEF staff and materials to and from different municipalities of Region I.,Ilocos Norte,PRRI-2020-024,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,"Travel, Food, Lodging and Entertainment Services","400,000.00",3 Month/s,,Clarivel Ordonia Seguritan,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,11/06/2020 5:00 PM," Vehicle rental for the month of July to September 2020 
Vehicle rental to fetch and ferry RCEF staff and materials to and from different municipalities of Region I (Ilocos Norte, Ilocos Sur, La Union and Pangasinan) 
Note: Rate must be of VAT, driver's fo",,Clarivel Ordonia Seguritan,02/06/2020
7022464,TECHNICAL EDUCATION & SKILLS DEVELOPMENT AUTHORITY - NUEVA E,"Supply, Delivery of Laptop for Technical unit ( 3pcs)",Nueva Ecija,NEICT2020,Implementing Rules and Regulations,Shopping,Goods,Information Technology,"180,000.00",5 Day/s,,April Liza Pineda Chua,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,08/06/2020 5:00 PM," Full HD IPS display
AMD Ryzen 3500U CPU / intel i7 8700
Radeon Vega 8 Graphics
8GB DDR4 RAM
256GB SSD
 1TB HDD
Wi-Fi
Bluetooth 5.0
USB-A 3.0
2x USB-A 2.0
USB-C
HDMI
3.5mm headset jack
 webcam
Windows 10 Home
Licensed antivirus
Licensed microsoft office",,April Liza Pineda Chua,02/06/2020
7022483,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - BOHOL 2ND DEO,"20CSHC0008- CONSULTANCY FOR THE STRUCTURAL ENGINEER IN THE CONSTRUCTION OF MULTI-PURPOSE BUILDING AT BARANGAY POBLACION, INABANGA, BOHOL",Bohol,20CSHC0008,Implementing Rules and Regulations,Shopping,Consulting Services,Consulting Services,"100,000.00",15 Day/s,,RAIMUNDA MATUOD LUMANTAS,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 2:00 PM, PLEASE SEE ATTACHED FILE OF INVITATION TO BID,,RAIMUNDA MATUOD LUMANTAS,02/06/2020
7022439,DEPARTMENT OF AGRICULTURE - REGION IX,05-041-20 (Various Agricultural Supplies and Agricultural Chemicals),Zamboanga Del Sur,05-041-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Fertilizers,"209,785.00",30 Day/s,,Maria Juliana A. Toribio,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 PM," The Department of Agriculture Regional Field Office IX, through the GAA 2020 - (Promotion and Development of Organic Agriculture) intends to apply the sum of (PHP 209,785.00) being the Approved Budget for the Contract (ABC) to payments under the contract ",,Maria Juliana A. Toribio,02/06/2020
7022461,PROVINCE OF MARINDUQUE,"Furnishing labor, materials and equipment for the Construction of Multi-Purpose Hall (Completion of roofing of Gasan Tennis Court and construction of other related structures) at Brgy. Dos, Gasan, Mar",Marinduque,infra 038-2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"4,999,999.98",0 Day/s,,Rene P Quezada,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 10:00 AM," Republic of the Philippines
PROVINCE OF MARINDUQUE
Capitol Boac, Marinduque
OFFICE OF BIDS AND AWARDS COMMITTEE
Invitation to Bid 
Furnishing labor, materials and equipment for the Construction of Multi-Purpose Hall (Completion of roofing of Gasan Tennis ",,Sheila Marie S Chua,02/06/2020
7022302,PROVINCE OF AGUSAN DEL SUR,Procurement of 1 SET SALA SET,Agusan Del Sur,ADS-1202-20,Implementing Rules and Regulations,Shopping,Goods,Furniture,"70,000.00",0 Day/s,,Donald Glenn M Lanzado,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:00 AM, 1 SET SALA SET,,Donald Glenn M Lanzado,02/06/2020
7022300,"MUNICIPALITY OF ALMAGRO, SAMAR",NEW CONSTRUCTION OF LEVEL II POTABLE WATER SYSTEM IN BRGY. MARASBARAS AND SAN ISIDRO,Samar,POW-035-2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"3,673,476.00",180 Day/s,,MERVYN OLAER DOCALLOS,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 1:30 PM," INVITATION TO BID FOR  
 New Construction of Level II Potable Water Supply System
 Brgy. San Isidro & Marasbaras, Almagro, Samar
1.	The LGU-Almagro, through AM 2019 Fund and LGU counterpart  intends to apply the sum of  Three Million Six Hundred Seventy T",,MERVYN OLAER DOCALLOS,02/06/2020
7022297,CAPIZ PROVINCIAL GOVERNMENT,Supply and Delivery of Medical Supplies for the use in Roxas Memorial Provincial Hospital,Capiz,088-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"469,800.00",30 Day/s,,Ferdinand B Caberoy,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:00 AM," Medical X-Ray Film 14x17, 100's, ortho, green sensitive (developer and fixer must be compatible with the film - same brand)	 9 	box
Medical X-Ray Film 14x14, 100's, ortho, green sensitive (developer and fixer must be compatible with the film - same brand)",,Ferdinand B Caberoy,02/06/2020
7022479,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,Repair of 2D Echo Machine,Metro Manila,2020-045,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods - General Support Services,General Repair and Maintenance Services,"15,000.00",7 Day/s,,Ronald Bacolod Cristi,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:00 AM, Line Item,,Ronald Bacolod Cristi,02/06/2020
7022295,SOUTHERN ISABELA COLLEGE OF ARTS AND TRADES,"SICAT Repair and Maintenance ( Plumbing, Masonry and Painting Works ) RAC Building",Isabela,20-06-080,Implementing Rules and Regulations,Shopping,Goods,Construction Materials and Supplies,"78,720.00",7 Day/s,,Paul Laday Olanday,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 5:00 PM, See Line Item,,Paul Laday Olanday,02/06/2020
7022468,PHILIPPINE CARABAO CENTER,(VJLN - OPERATIONS) SUPPLY AND INSTALLATION OF AIRCON AT OPERATION OFFICE,Nueva Ecija,SVP-VJLN-2020-05-0539,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods - General Support Services,Airconditioning and Airconditioning Systems,"205,751.37",30 Day/s,,Rogel M De la Cuesta,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 1:00 PM," PLEASE DOWNLOAD THE ATTACHMENT/S FOR REFERENCE.
Important Notes and Conditions:
You can submit your quotation ON or BEFORE JUNE 9, 2020 at 01:00 PM with the photocopy of the following legal documents:
a. Mayor’s / Business Permit 
b. PhilGEPS Registration",,Rogel M De la Cuesta,02/06/2020
7022053,"MUNICIPALITY OF JOSEFINA, ZAMBOANGA DEL SUR",Widening of Eballe Street with Canal,Zamboanga Del Sur,BAC 2020-06-25,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"2,361,572.00",60 Day/s,"MUNICIPALITY OF JOSEFINA, ZAMBOANGA DEL SUR",Mercedita Delantar Villarubia,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 11:00 AM," Invitation to Bid for Widening of Eballe Street with Canal– at Eballe St., Josefina, Zambaonga del Sur
1.	The LGU-Municipality of Josefina, through the 20% EDF CY 2020 intends to apply the sum of TWO MILLION THREE HUNDRED SIXTY ONE THOUSAND FIVE HUNDRED S", For further information please see attached bidding document or contact BAC Secretariat.,Mercedita Delantar Villarubia,02/06/2020
7022051,BARANGAY LA PAZ MAKATI CITY,Other Supplies and Materials Expenses,Metro Manila,La Paz 2020-006,Others,Public Bidding,Goods,Janitorial Supplies,"350,000.00",14 Day/s,,Ferdinand Oliva Concepcion,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,17/06/2020 3:00 PM, Other Supplies and Materials Expenses,,Ferdinand Oliva Concepcion,02/06/2020
7022012,"MUNICIPALITY OF NABUNTURAN, COMPOSTELA VALLEY","Construction of Crisis Center Perimeter Fence at Brgy. Sasa, Nabunturan",Compostela Valley,CW20-02,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,069,572.31",65 Day/s,,Roderick Trangia Songahid,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 9:00 AM, Please see attached Invitation to Bid in the Philippine Bidding Documents, A business tax will be levied to the winning Supplier/Contractor based on the total contract cost pursuant to Chapter 2. Article I. Section 11 in relation to Chapter 2. Article 1. Section 7 (a) to (h) of the Revised Revenue Code of Nabunturan 2016.,Roderick Trangia Songahid,02/06/2020
7022305,UNIVERSITY OF SCIENCE & TECH. OF SOUTHERN PHIL.-CLAVERIA,Feeds for Piggery Project (20-046),Misamis Oriental,20-046,Implementing Rules and Regulations,Shopping,Goods,Animal Feeds,"72,200.00",60 Day/s,,Glenn Centino Quinto,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 5:00 PM, Please download associated component,,Glenn Centino Quinto,02/06/2020
7022054,PROVINCE OF DAVAO DEL NORTE,B20200199 - ESTABLISHMENT OF MULTIPLIER FARM PROJECT (PHASE 2),Davao Del Norte,20053185,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"915,887.05",120 Day/s,,Judeth M. Madelo,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,30/06/2020 10:00 AM," 1. The Provincial Government of Davao Del Norte, through SB #4 CY 2019, 20% DF CY 2020, SB #1 CY 2020 and 20% AB CY 2019, intends to apply the sum of Eleven Million One Hundred Thirty Four Thousand Two Hundred Eighty Three and 93/100 Pesos (Php 11,134,283", ELIGIBILITY CHECK REQUIREMENTS FOR THE PROCUREMENT OF INFRASTRUCTURE PROJECT,Maylen Asuncion,02/06/2020
7022299,SANTIAGO WATER DISTRICT,SUPPLY & DELIVERY OF WATER METER INSERT,Isabela,2020-33,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Water Service Connection Materials/Fittings,"135,000.00",20 Day/s,,Elvie Quito,Active,Order,0,3,03/06/2020,03/06/2020 12:00 AM,08/06/2020 5:00 PM," WATER METER INSERT - 100 PCS 
Technical Specifications:
*Size: 1/2 
*with installation & can fit at casing size length: 190mm; height 100-115mm; width 74-100mm) 
Must conform to ISO Certification with following features: 
1. Type : Multi-jet/ Velocity Typ",,Elvie Quito,02/06/2020
7022013,BARANGAY LA PAZ MAKATI CITY,Office Supplies Expenses,Metro Manila,La Paz 2020-005,Others,Public Bidding,Goods,Office Supplies and Devices,"250,000.00",14 Day/s,,Ferdinand Oliva Concepcion,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,17/06/2020 3:00 PM, Office Supplies Expenses,,Ferdinand Oliva Concepcion,02/06/2020
7022420,BATANGAS STATE UNIVERSITY,Labor and Materials for the Rehabilitation of IMT Building of BatStateU-ARASOF Nasugbu,Batangas,2020-032,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Services,"942,604.80",60 Day/s,,Enrico Magboo Dalangin,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,09/06/2020 5:00 PM," Republic of the Philippines
BATANGAS STATE UNIVERSITY
ARASOF-Nasugbu
Nasugbu, Batangas
Tel. Nos. (043) 416-0350loc 105
REQUEST FOR QUOTATION
Labor and Materials for the Rehabilitation of IMT Building of BatStateU-ARASOF Nasugbu
The Batangas State Universi",,Enrico Magboo Dalangin,02/06/2020
7022466,UNIVERSITY OF SOUTHEASTERN PHIL.  - TAGUM MABINI CAMPUS,Conversion of Speech Laboratory Classroom to Agri-Industrial Research Laboratory-Tagum City,,2020-011,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,381,921.10",0 Day/s,,REMEGIO GASCON DUYAN,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 1:00 AM, Please see attached Invitation to Bid,,REMEGIO GASCON DUYAN,02/06/2020
7022009,DON MARIANO MARCOS MEMORIAL STATE UNIVERSITY - BACNOTAN,Purchase of Semi-Expendable OME_Junior High School,La Union,2020-50203210 99-116,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Industrial Machinery and Equipment,"29,000.00",0 Day/s,,Jocelyn O Dangle,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 2:00 PM, (Please see attached -- Request for Quotation & Invitation Letter),,Jocelyn O Dangle,02/06/2020
7021983,PROVINCE OF DAVAO DEL NORTE,"B20200182 - RURAL ELECTRIFICATION AT RAMADA COMPOUND, STO NINO, CUMABUGAN, TAGUM CITY, DDN",Davao Del Norte,20032719,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"3,934,975.95",20 Day/s,,Judeth M. Madelo,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,30/06/2020 10:00 AM," 1. The Provincial Government of Davao Del Norte, through SB #4 CY 2019, 20% DF CY 2020, SB #1 CY 2020 and 20% AB CY 2019, intends to apply the sum of Eleven Million One Hundred Thirty Four Thousand Two Hundred Eighty Three and 93/100 Pesos (Php 11,134,283", ELIGIBILITY CHECK REQUIREMENTS FOR THE PROCUREMENT OF INFRASTRUCTURE PROJECT,Maylen Asuncion,02/06/2020
7021984,"MUNICIPALITY OF ISULAN, SULTAN KUDARAT",SUPPLY OF FUEL-BJMP,Sultan Kudarat,0448,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"50,000.00",5 Day/s,,JOANN MANSILLA TACUYAN,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 2:00 PM," Diesel	1000	liters	44,000.00
Gasoline 	120	Liters	6,000.00",,JOANN MANSILLA TACUYAN,02/06/2020
7021981,"MUNICIPALITY OF OLUTANGA, ZAMBOANGA SIBUGAY",WOMEN'S MONTH CELEBRATION,Zamboanga Sibugay,OGDS 06-2-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Educational Materials and Supplies,"73,835.00",7 Day/s,,Ricardo Omamalin Calonge,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 1:30 PM," Republic of the Philippines
Province of zamboanga Sibugay
Municipality of Olutanga
7014
JUNE 2, 2020
NOTICE TO THE PUBLIC
INVITIATION TO APPLY FOR ELIGIBILITY AND TO BID
All interested bidders are invited to Pre-qualify and participate in sealed bidding f",,Ricardo Omamalin Calonge,02/06/2020
7021982,"MUNICIPALITY OF HINABANGAN, SAMAR",Construction of Water Supply System Level 3 Phase 2 (Cansolabao Sitio Arizona),Samar,20-005,Implementing Rules and Regulations,National Competitive Bidding,Civil Works,Construction Projects,"970,787.46",90 Day/s,,MARY GRACE MENGOTE,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,25/06/2020 10:30 AM," MUNICIPALITY OF HINABANGAN
Hinabangan, Samar
Invitation to Bid for 
Construction of Water Supply System Level 3 Phase 2 (Cansolabao Sitio Arizona)
1.	The Municipal Government of Hinabangan, through the 20% Development Fund CY 2020 intends to apply the sum",,MARY GRACE MENGOTE,02/06/2020
7022520,METROPOLITAN NAGA WATER DISTRICT,Supply and Delivery of Constuction Equipment (PR#20-05-0208),Camarines Sur,PR 20-05-0208,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Equipment,"101,004.36",0 Day/s,,Venus C. Solano,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 5:00 PM," 1	Service Pak	2	sets		
2	Oil Separator Kit	2	sets		
	Note:
1.	VAT Inclusive
2.	FOB MNWD, Naga City
3.	Partial Delivery shall not be accepted	
	
		
	Documentary Requirements to submit:
1.	Mayor’s/Business Permit
2.	Philgeps Registration Number
3.	Income/Bu",,Venus C. Solano,02/06/2020
