Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7019707,"MUNICIPALITY OF ALANGALANG, LEYTE","CONSTRUCTION OF FARM TO MARKET ROAD AT BRGY. SAN ISIDRO ALANGALANG, LEYTE",Leyte,20-05-272,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,500,000.00",35 Day/s,,LEILANI BACALE CASIMPAN,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,22/06/2020 2:00 PM," -o0o-
Invitation to Bid
The LGU Alangalang, through its Bids and Awards Committee (BAC), invites prospective bidders to apply for eligibility and to bid for the hereunder project:
Name of Project   	: CONSTRUCTION OF FARM TO MARKET ROAD AT BRGY. SAN ISISD", Please see attached ITB and Bid Documents,LEILANI BACALE CASIMPAN,01/06/2020
7019691,"MUNICIPALITY OF MABINI, COMPOSTELA VALLEY","Supply and Delivery of Medical Supplies for MHO, in this Municipality of Mabini, Davao De Oro",Compostela Valley,100-20-03-168,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"67,453.90",0 Day/s,,Jumdail Mohamad Kiram,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:00 AM," 4  tube  Blue cross blostix 45g
20 tube Microhematocrit capillary tube
10 box  Latex Medical examination gloves (medium)
10 roll   Cleen absorbent cotton 450g
30 box  Face Mask Ear lope
2   lit    Distilled water 
1   set  Typing SERA A&B",,Jumdail Mohamad Kiram,01/06/2020
7019706,"MUNICIPALITY OF GUBAT, SORSOGON",PURCHASE OF MATERIALS  FOR INSTALLATION OF 3 UNITS 37.5 KVA DISTRIBUTION TRANSFORMER  AT LGU-GUBAT,Sorsogon,PR11002,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Electrical Supplies,"85,576.00",15 Day/s,,Lea E Barcebal,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 5:00 PM," LGU-Gubat, Sorsogon	Globe #: 0917-535-5818; Smart # 0998-984-6448
	REQUEST FOR QUOTATION (RFQ)
	Date
	Dear Supplier,
	The	LGU-	requests you to submit a quotation for the procurement project whose details are given 
	Project 	PURCHASE OF MATERIALS  FOR INS",,Lea E Barcebal,01/06/2020
7019719,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - COMPOSTELA VALLEY ,"20LA0275 Construction of Concrete Road, Panibasan-Elizalde, Maco, Compostela Valley",Compostela Valley,20LA0275,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"29,399,928.52",151 Day/s,,Lucena Macalindong Garma,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 11:30 AM," Concreting (with = 6.10m., thk. = 230mm)
Roadway Excavation
- Embankment from Borrow (Common Soil)
Construction of Grouted Riprap Slope Protection
Construction of Minor Drainage Structures
Application of Reflectorized Thermoplastic Pavement Markings", BIDDERS MUST DOWNLOAD THE ATTACHED DOCUMENTS IN THE ASSOCIATED COMPONENT SECTION,Lucena Macalindong Garma,01/06/2020
7019747,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - AGUSAN DEL SUR 2ND,"Equipment Rental 020-06, 1 Unit Road Grader and 1 unit Road Roller, for use in the Repair/Maintenance/Reshaping/Spreading/Compaction of delivered Aggregates and inverted shoulder along NRJ Cuevas-Bisl",Agusan Del Sur,Equipment Rental,Implementing Rules and Regulations,Shopping,Goods,Construction Equipment,"235,520.00",15 Day/s,,Gloria L. Duga,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,04/06/2020 10:00 AM, see attached RFQ,,Gloria L. Duga,01/06/2020
7019681,"CITY OF TAGUM, DAVAO DEL NORTE","Regular Bidding 09/June/2020 - Procurement of Goods: Consolidated Portaland Cement (Gen. Fund) for Various Projects in Tagum City (3PR's) (PR#100-19-09-0140, 100-19-11-0332, 100-19-10-0252)",Davao Del Norte,20-18,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"971,280.00",15 Day/s,,JHON ALBERT I. NUÑEZ,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 PM," The City Government of Tagum, through its Bids and Awards Committee (BAC) hereby invites all interested PhilGEPS registered suppliers to submit bids for the procurement of goods. Bids received in excess of the ABC shall be automatically rejected at bid op",,JHON ALBERT I. NUÑEZ,01/06/2020
7019750,METROPOLITAN TUGUEGARAO WATER DISTRICT,PR NO. 20-02-120 (2020-02-117 2ND QUOTE) PROCUREMENT OF GASOLINE TAMPING RAMMER,Cagayan,PR. 20-02-120 (2020-02-117 2ND QUOTE),Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Hydrological Instruments,"240,000.00",30 Day/s,,Jamaica B. Balubal,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,08/06/2020 12:00 PM," REQUEST FOR QUOTATION
For Negotiated Procurement thru Small Value Procurement under Sec. 53.9 of the 2016 Revised IRR of RA 9184
Quotation No.:  2020-02-117 (2ND QUOTE)
Date: June 1, 2020
PR No.: 20-02-120
PR Date: February 18, 2020
The Metropolitan Tugue",,Jamaica B. Balubal,01/06/2020
7019744,"MUNICIPALITY OF POLILLO, QUEZON",Purchase of items/spare parts for the RM of Sasakyan ng Mamamayan-RNH 990 w/component labor,Quezon,RFQ 2020-016,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods - General Support Services,Vehicle Parts and Accessories,"193,104.00",30 Day/s,,Danilo Rutaquio Almacen,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 2:30 PM," Purchase of items/spare parts for the RM of Sasakyan ng Mamamayan-RNH 990 w/component labor
15 pcs. bolts & nuts 12mm
10 pcs. bolts & nuts 14mm
30 pcs. bolts & nuts 10mm
1 pc. wind shield rear door
1 pc. sliding glass rear cabbin
2 pcs. wifer blade
2 pcs.",,Danilo Rutaquio Almacen,01/06/2020
7019363,OFFICE OF THE CHIEF MINISTER  - BARMM,PROCUREMENT OF E-BOOKS (BAGO – BARMM),Cotabato,SVP-BAGO-062020-061,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,"Books, Maps and Other Publications","243,068.00",15 Day/s,,Richard Pandita Sanlocan,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," 1	set	Volume I: Obligation & Contyracts (2018 Updated)
1	set	Volume II: Intellectual Property (2018 Updated)
1	set	Volume III: Labor & Social Legislation (2018 Updated)
1	set	Local Autonomy and Local Government (2019 Updated)
1	set	Trade, Commerce and Ind",,Richard Pandita Sanlocan,01/06/2020
7019745,"MUNICIPALITY OF NAGTIPUNAN, QUIRINO",Rehabilitation of Multi-Purpose Building at Brgy. Landingan,Quirino,CG-RFQ-104-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Hardware and Construction Supplies,"77,735.00",7 Day/s,,Edralin B. Baingan,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM, Please see attached PR for description, Please DOWNLOAD attached file/s for Specifications.,Edralin B. Baingan,01/06/2020
7019741,"MUNICIPALITY OF BASCO, BATANES",INVITATION FOR NEGOTIATED PROCUREMENT FOR THE PROCUREMENT OF EQUIPMENT AND INSTALLATION FOR THE OPERATION OF BASCO SLAUGHTERHOUSE TO COMPLY TO AA NMIS STANDARDS,Batanes,GOODS 2020-01,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,General Merchandise,"1,750,000.00",60 Day/s,,MARIA TERESA HOCSON MIRABUENO,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," Republic of the Philippines
Province of Batanes	
MUNICIPALITY OF BASCO
             
INVITATION FOR NEGOTIATED PROCUREMENT 
Project Reference No. : 100-3-03-20% DF
Name of Project	      : Improvement of Slaughterhouse to Comply with AA NMIS Standard
Locat",,MARIA TERESA HOCSON MIRABUENO,01/06/2020
7019708,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - COMPOSTELA VALLEY ,"20LA0273 Construction of Multi-Purpose Building (Mini Gym) with Site Development, Cabacungan, Nabunturan, Compostela Valley",Compostela Valley,20LA0273,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"3,429,925.57",90 Day/s,,Lucena Macalindong Garma,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 11:30 AM," Construction of complete Social Hall (14x30) including plumbing works, painting works and electrical works with site development of the project location", BIDDERS MUST DOWNLOAD THE ATTACHED DOCUMENTS IN THE ASSOCIATED COMPONENT SECTION,Lucena Macalindong Garma,01/06/2020
7019737,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - COMPOSTELA VALLEY ,"20LA0278 Construction of concrete road Cabidianan to Antiquera, Nabunturan, Compostela Valley",Compostela Valley,20LA0278,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"29,399,994.96",151 Day/s,,Lucena Macalindong Garma,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 11:30 AM," Concreting (width=6.10m., thk. = 230mm)
Roadway Excavation
- Common Surplus Excavation
Construction of Minor Drainage Structures
Application of Reflectorized Thermoplastic Pavement Markings", BIDDERS MUST DOWNLOAD THE ATTACHED DOCUMENTS IN THE ASSOCIATED COMPONENT SECTION,Lucena Macalindong Garma,01/06/2020
7019736,SMALL BUSINESS GUARANTEE AND FINANCE CORPORATION - MAKATI CI,Crytoguard,Metro Manila,20-SBC-0013,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Information Technology,"300,000.00",1 Year/s,,Billie Jean P. Lagazo,Active,Order,0,4,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," MINIMUM SPECIFICATIONS
Qty.	Unit	Articles/Description
1	Year	NETWORK SECURITY MODULE (CRYPTOGUARD)
	1 year subscription
	Malicious Traffic Detection
	Exploit Prevention
	CryptoGuard Anti-Ransomware
Pls. quote your best price.
Thank you",,Billie Jean P. Lagazo,01/06/2020
7019734,AGRICULTURAL TRAINING INSTITUTE - REGION III,Supply and Delivery of Printing Services for the Printing of Digital Farmer's Program Manual,Bataan,ATI-RTC3-2020-0064,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services,"200,000.00",10 Day/s,,JAYVEE BRYAN GALVEZ CARILLO,Active,Order,0,12,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:00 AM," Please submit your quotation in a close and sealed envelop and mail in this address:
Agricultural Training Institute
Regional Training Center III
Gov't Complex, San Ramon, Dinalupihan, Bataan
C/O Supply Management Unit.
or Email us on atiregion3_supply@ya",,Veronica CV Esguerra,01/06/2020
7019733,"MUNICIPALITY OF HINIGARAN, NEGROS OCCIDENTAL","Vendors Market Building Flooring at Bagsakan, Burgos Street, Brgy. IV, Hinigaran, Negros Occidental.",Negros Occidental,100-2020-005-021,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"558,878.72",0 Day/s,,Jose Ferdinand Laloy Gabrido,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," INVITATION TO BID FOR THE VENDORS MARKET BUILDING FLOORING AT BAGSAKAN MARKET, BRGY. IV. POBLACION, MUNICIPALITY OF HINIGARAN, NEGROS OCCIDENTAL
1.	The Local Government Unit of Hinigaran through Economic & Social Infra Project intends to apply the sum of ",,Jose Ferdinand Laloy Gabrido,01/06/2020
7019731,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - COMPOSTELA VALLEY ,"20LA0277 Construction of concrete road, Amorcruz, Laak, Compostela Valley",Compostela Valley,20LA0277,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"14,699,946.31",92 Day/s,,Lucena Macalindong Garma,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 11:30 AM," Concreting (width=6.10m., thk. = 230mm)
Roadway Excavation
- Surplus Common Excavation
- Surplus Rock Excavation
Construction of Concrete Line Canal
Application of Reflectorized Thermoplastic Pavement Markings", BIDDERS MUST DOWNLOAD THE ATTACHED DOCUMENTS IN THE ASSOCIATED COMPONENT SECTION,Lucena Macalindong Garma,01/06/2020
7019730,DOMINGO LACSON NATIONAL HIGH SCHOOL,Procurement of office supplies for use  by BAC committee .,Negros Occidental,06012020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods - General Support Services,Office Equipment Supplies and Consumables,"9,945.00",7 Day/s,,Precila Gutierrez,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," Note: 
1. ALL ITEMS SHOULD BE IN ONE PACKAGE.
2. ALL BIDDERS MUST BE WITHIN BACOLOD CITY.
3. WARRANTY SHALL BE FOR A PERIOD OF SIX (6) MONTHS FOR SUPPLIES & MATERIALS, ONE (1) YEAR 
FOR EQUIPMENT, FROM THE DATE OF ACCEPTANCE BY THE PROCURING ENTITY.
4. PR",,Precila Gutierrez,01/06/2020
7019728,"MUNICIPALITY OF SAN ESTEBAN, ILOCOS SUR",IMPROVEMENT/REHABILITATION OF APATOT FARMER'S MULTI-PURPOSE BUILDING (LANDING SITE),Ilocos Sur,2020-06-34,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,990,223.22",95 Day/s,,Julius Ubando Abesamis,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM," 41.00 CU.M. STRUCTURE EXCAVATION
6,794.34 KGS RSB
45.69 CU.M. STRUCTURAL CONCRETE
32.75 L.S. CONCRETE RAILINGS
103.47 SQ.M. CARPENTRY & JOINERY
103.47 SQ.M. ROOF FRAMING
103.47 SQ.M. ROOFING SHEET
1.00 L.S. ELECTRICAL WORKS
113.25 SQ.M. TILE WORKS
542.13 ",,Julius Ubando Abesamis,01/06/2020
7019739,AURORA STATE COLLEGE OF TECHNOLOGY,REPAIR AND IMPROVEMENT OF RESEARCH AND EXTENSION BUILDING,Aurora,2020-02-110,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"470,552.22",70 Day/s,,JUNE DE LEON ESPINOSA,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 5:00 PM," Water System, Electrical Works, Ceiling Works, Concreting of Alley, Railing Works, etc",,JUNE DE LEON ESPINOSA,01/06/2020
7019772,"BARANGAY SINOGBUHAN, SAN JOAQUIN, ILOILO",IMPROVEMENT OF MPA,,2020-06-001,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"218,800.00",0 Day/s,,Consolacion Aquino,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,17/06/2020 1:30 PM," 1	209	BAGS	PORTLAND CEMENT (TYPEL)
2	10	CU.M	WASHED SAND
3	18	CU.M	SCREENED GRAVEL
4	55	KLS	#16 TIE WIRE
5	38	LENGTH	16MMΦ REBARS
6	40	LENGTH	12MMΦ REBARS
7	80	LENGTH	10MMΦ REBARS
8	30	PCS	2”X6”X10’ COCO LUMBER
9	40	PCS	2”X4”X10’ COCO LUMBER
10	20	PCS	2”X",,Consolacion Aquino,01/06/2020
7019705,PROVINCE OF AKLAN,"Procurement of Various Materials for the repair/rehabilitation/Maintenance of Various Provincial Roads/ Bridges/ Infrastructures, Province of Aklan/ITB no: 2020-326",Aklan,Aklan BAC ITB 326 Series of 2020,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"202,802.00",30 Day/s,,Marilou Sampaton Bernas,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," 1.	24	gals.	Quick Drying Enamel (White)
2.	24	gals. 	Quick Drying Enamel (Black)
3.	30	gals.	Reflectorize Traffic Paint (White)	
4.	12	gals.	Reflectorize Traffic Paint (Black)
5.	12	gals.	Acrylic Thinner 
6.	30	gals.	Epoxy Primer / Catalyst
7.	20	gals.	La",,Marilou Sampaton Bernas,01/06/2020
7019732,"MUNICIPALITY OF PASTRANA, LEYTE",REPAIR AND MAINTENANCE FOR SERVICE VEHICLE,Leyte,6-1-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Repair and Maintenance,"23,190.56",3 Day/s,,MARITESS CAYACO MARCOS,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM, THE MO WOULD LIKE REPAIR AND MAINTENANCE THE SERVICE VEHICLE (STRADA). . . . . .,,MARITESS CAYACO MARCOS,01/06/2020
7019769,PROVINCE OF SARANGANI,Purchase & Delivery of Various Medical Supplies  for GMCH,Sarangani,GOODS-2020-57,Implementing Rules and Regulations,Public Bidding,Goods,Medical Supplies and Laboratory Instrument,"791,800.00",15 Day/s,,Delmor De Vera Pascual,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,16/06/2020 9:00 AM," INVITATION TO BID 
Purchase & Delivery of Various Medical Supplies
 for GMCH
June 2, 2020
1.	The Provincial Government of Sarangani, through the Trust Fund – Philhealth Collection  intends to apply the sum of Seven Hundred Ninety One Thousand Eight Hundre",,Delmor De Vera Pascual,01/06/2020
7019768,"CITY OF TUGUEGARAO, CAGAYAN","Concreting of Farm to Market Road Capatan, Tuguegarao City",Cagayan,RFQ-INF-2020-017,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"500,000.00",150 Day/s,,PERPETUA MACABABBAD ONATE,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," Concreting of Farm to Market Road Capatan, Tuguegarao City",,PERPETUA MACABABBAD ONATE,01/06/2020
7019767,"MUNICIPALITY OF SAN ESTEBAN, ILOCOS SUR",CONSTRUCTION OF FARMERS MULTI-PURPOSE BUILDING (PANTALAN),Ilocos Sur,2020-06-35,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,982,841.74",95 Day/s,,Julius Ubando Abesamis,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM," 29.00 CU.M. STRUCTURE EXCAVATION
5,234.00 KGS RSB
44.04 CU.M. STRUCTURAL CONCRETE
142.71 SQ.M. MASONRY UNITS
285.42 SQ.M. CEMENT PLASTER FINISH
1.00 L.S. DOORS & WINDOWS
1.00 L.S.ELECTRICAL WORKS
184.86 SQ.M. TILE WORKS
498.18 SQ.M. PAINTING WORKS
1.00 L.",,Julius Ubando Abesamis,01/06/2020
7019766,"MUNICIPALITY OF TUBIGON, BOHOL",Rental of Equipment for the Road Opening of Bunacan Road Sitio Tawid  (Buenos to Bunacan),Bohol,0862,Implementing Rules and Regulations,Public Bidding,Goods - General Support Services,Construction Equipment,"207,500.00",15 Day/s,,Epelita Mumar Andoy,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,18/06/2020 2:00 PM," Republic of the Philippines
Province of Bohol
MUNICIPALITY OF TUBIGON
INVITATION TO BID FOR
Rental of Equipment for the Road Opening of Bunacan Road Sitio Tawid 
(Buenos to Bunacan)
 
1. The Local Government Unit of Tubigon, Bohol, through the General Fun",,Epelita Mumar Andoy,01/06/2020
7019746,"PHILIPPINE ARMY PROCUREMENT CENTER, AFP PROCUREMENT SERVICE",S/D OF 30 BTL Ink T003 (Black) & 15 OTHERS,Metro Manila,PAPC-PABAC-2020-11197-5224,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Office Supplies and Devices,"156,989.29",15 Day/s,,John Salvacion Sambajon,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:00 AM," Item No.	Unit	Description	Qty
1	bottle	Ink T003 (Black)	30
2	bottle	Ink T003 (Yellow)	30
3	bottle	Ink T003 (Magenta)	30
4	bottle	Ink T003 (Cyan)	30
5	pcs	Sign Pen Blue 0.7	50
6	sheet	Specia Paper A4 10s	50
7	bundle	Loose Leaf Cover A4	50
8	pcs	External Ha", Other information,John Salvacion Sambajon,01/06/2020
7019742,PROVINCE OF SOUTHERN LEYTE,Procurement of Catering Services Lot 1A-Lot 1J,Southern Leyte,2020-06-05-049NP,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Catering Services,"275,000.00",20 Day/s,,Jesse R. Quilantang,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," Republic of the Philippines					
PROVINCE OF SOUTHERN LEYTE					
Maasin City					
	Standard Form No.: SF-GOOD-60			 Project Reference No.049	
	Revised on:  May 24, 2004			 Name of the Project:  _______	
	Standard Form Title:                               ",,Jesse R. Quilantang,01/06/2020
7019761,"MUNICIPALITY OF CAPAS, TARLAC","Supply of gasoline and diesel fuel, additives and lubricants",Tarlac,2020-026 Gasoline,Implementing Rules and Regulations,Public Bidding,Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"2,300,000.00",3 Month/s,,Allan L Mariano,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 10:00 AM," Supply of gasoline and diesel fuel, additives and lubricants 2nd Qtr",,Rommel T Reamico,01/06/2020
